data_path,target_path,room_corners,room_absorption,room_mics,room_source
/home/felix/rirnet/peaks_GAN_refiner/database/data/10_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/10_p.npy,"[[4.813362  2.204392  2.204392  0.        0.        7.6362653 7.6362653
  4.813362  4.813362  4.813362 ]
 [4.2807937 4.2807937 6.364752  6.364752  0.        0.        6.364752
  6.364752  6.364752  4.2807937]
 [0.        0.        0.        0.        0.        0.        0.
  0.        0.        2.8875902]]","[0.61028023 0.61028023 0.61028023 0.61028023 0.61028023 0.61028023
 0.61028023 0.61028023 0.61028023 0.61028023]",[2.4602694  2.4041321  1.55947144],[3.96257793 1.90254016 1.97893248]
/home/felix/rirnet/peaks_GAN_refiner/database/data/11_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/11_p.npy,"[[4.813362  2.204392  2.204392  0.        0.        7.6362653 7.6362653
  4.813362  4.813362  4.813362 ]
 [4.2807937 4.2807937 6.364752  6.364752  0.        0.        6.364752
  6.364752  6.364752  4.2807937]
 [0.        0.        0.        0.        0.        0.        0.
  0.        0.        2.8875902]]","[0.61028023 0.61028023 0.61028023 0.61028023 0.61028023 0.61028023
 0.61028023 0.61028023 0.61028023 0.61028023]",[6.13492414 5.51909083 1.44394852],[3.96257793 1.90254016 1.97893248]
/home/felix/rirnet/peaks_GAN_refiner/database/data/12_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/12_p.npy,"[[4.813362  2.204392  2.204392  0.        0.        7.6362653 7.6362653
  4.813362  4.813362  4.813362 ]
 [4.2807937 4.2807937 6.364752  6.364752  0.        0.        6.364752
  6.364752  6.364752  4.2807937]
 [0.        0.        0.        0.        0.        0.        0.
  0.        0.        2.8875902]]","[0.61028023 0.61028023 0.61028023 0.61028023 0.61028023 0.61028023
 0.61028023 0.61028023 0.61028023 0.61028023]",[5.60141933 4.72044344 1.54179806],[3.96257793 1.90254016 1.97893248]
/home/felix/rirnet/peaks_GAN_refiner/database/data/13_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/13_p.npy,"[[4.813362  2.204392  2.204392  0.        0.        7.6362653 7.6362653
  4.813362  4.813362  4.813362 ]
 [4.2807937 4.2807937 6.364752  6.364752  0.        0.        6.364752
  6.364752  6.364752  4.2807937]
 [0.        0.        0.        0.        0.        0.        0.
  0.        0.        2.8875902]]","[0.61028023 0.61028023 0.61028023 0.61028023 0.61028023 0.61028023
 0.61028023 0.61028023 0.61028023 0.61028023]",[6.89689012 4.56653667 2.15803668],[3.96257793 1.90254016 1.97893248]
/home/felix/rirnet/peaks_GAN_refiner/database/data/14_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/14_p.npy,"[[4.813362  2.204392  2.204392  0.        0.        7.6362653 7.6362653
  4.813362  4.813362  4.813362 ]
 [4.2807937 4.2807937 6.364752  6.364752  0.        0.        6.364752
  6.364752  6.364752  4.2807937]
 [0.        0.        0.        0.        0.        0.        0.
  0.        0.        2.8875902]]","[0.61028023 0.61028023 0.61028023 0.61028023 0.61028023 0.61028023
 0.61028023 0.61028023 0.61028023 0.61028023]",[5.33062337 1.63748056 1.88230361],[3.96257793 1.90254016 1.97893248]
/home/felix/rirnet/peaks_GAN_refiner/database/data/15_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/15_p.npy,"[[4.813362  2.204392  2.204392  0.        0.        7.6362653 7.6362653
  4.813362  4.813362  4.813362 ]
 [4.2807937 4.2807937 6.364752  6.364752  0.        0.        6.364752
  6.364752  6.364752  4.2807937]
 [0.        0.        0.        0.        0.        0.        0.
  0.        0.        2.8875902]]","[0.61028023 0.61028023 0.61028023 0.61028023 0.61028023 0.61028023
 0.61028023 0.61028023 0.61028023 0.61028023]",[3.46916153 0.94836935 1.18537504],[3.96257793 1.90254016 1.97893248]
/home/felix/rirnet/peaks_GAN_refiner/database/data/16_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/16_p.npy,"[[4.813362  2.204392  2.204392  0.        0.        7.6362653 7.6362653
  4.813362  4.813362  4.813362 ]
 [4.2807937 4.2807937 6.364752  6.364752  0.        0.        6.364752
  6.364752  6.364752  4.2807937]
 [0.        0.        0.        0.        0.        0.        0.
  0.        0.        2.8875902]]","[0.61028023 0.61028023 0.61028023 0.61028023 0.61028023 0.61028023
 0.61028023 0.61028023 0.61028023 0.61028023]",[2.18031116 1.80808549 1.77537479],[3.96257793 1.90254016 1.97893248]
/home/felix/rirnet/peaks_GAN_refiner/database/data/17_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/17_p.npy,"[[4.813362  2.204392  2.204392  0.        0.        7.6362653 7.6362653
  4.813362  4.813362  4.813362 ]
 [4.2807937 4.2807937 6.364752  6.364752  0.        0.        6.364752
  6.364752  6.364752  4.2807937]
 [0.        0.        0.        0.        0.        0.        0.
  0.        0.        2.8875902]]","[0.61028023 0.61028023 0.61028023 0.61028023 0.61028023 0.61028023
 0.61028023 0.61028023 0.61028023 0.61028023]",[6.25951853 0.81077986 2.00246322],[3.96257793 1.90254016 1.97893248]
/home/felix/rirnet/peaks_GAN_refiner/database/data/18_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/18_p.npy,"[[4.813362  2.204392  2.204392  0.        0.        7.6362653 7.6362653
  4.813362  4.813362  4.813362 ]
 [4.2807937 4.2807937 6.364752  6.364752  0.        0.        6.364752
  6.364752  6.364752  4.2807937]
 [0.        0.        0.        0.        0.        0.        0.
  0.        0.        2.8875902]]","[0.61028023 0.61028023 0.61028023 0.61028023 0.61028023 0.61028023
 0.61028023 0.61028023 0.61028023 0.61028023]",[4.23395772 2.08078547 1.94838618],[3.96257793 1.90254016 1.97893248]
/home/felix/rirnet/peaks_GAN_refiner/database/data/19_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/19_p.npy,"[[4.813362  2.204392  2.204392  0.        0.        7.6362653 7.6362653
  4.813362  4.813362  4.813362 ]
 [4.2807937 4.2807937 6.364752  6.364752  0.        0.        6.364752
  6.364752  6.364752  4.2807937]
 [0.        0.        0.        0.        0.        0.        0.
  0.        0.        2.8875902]]","[0.61028023 0.61028023 0.61028023 0.61028023 0.61028023 0.61028023
 0.61028023 0.61028023 0.61028023 0.61028023]",[1.50677892 3.62557807 0.54622245],[3.96257793 1.90254016 1.97893248]
/home/felix/rirnet/peaks_GAN_refiner/database/data/20_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/20_p.npy,"[[15.3046875 15.3046875 14.605495  14.605495   0.         0.
  14.605495  14.605495  14.605495  15.3046875]
 [ 3.5800107  9.98833    9.98833   18.677122  18.677122   0.
   0.         3.5800107  3.5800107  3.5800107]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         2.057637 ]]","[0.47800247 0.47800247 0.47800247 0.47800247 0.47800247 0.47800247
 0.47800247 0.47800247 0.47800247 0.47800247]",[1.19264946 5.33337993 1.39205504],[13.8726497  13.8689092   1.07216826]
/home/felix/rirnet/peaks_GAN_refiner/database/data/21_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/21_p.npy,"[[15.3046875 15.3046875 14.605495  14.605495   0.         0.
  14.605495  14.605495  14.605495  15.3046875]
 [ 3.5800107  9.98833    9.98833   18.677122  18.677122   0.
   0.         3.5800107  3.5800107  3.5800107]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         2.057637 ]]","[0.47800247 0.47800247 0.47800247 0.47800247 0.47800247 0.47800247
 0.47800247 0.47800247 0.47800247 0.47800247]",[5.33689072 4.78286439 0.71251579],[13.8726497  13.8689092   1.07216826]
/home/felix/rirnet/peaks_GAN_refiner/database/data/22_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/22_p.npy,"[[15.3046875 15.3046875 14.605495  14.605495   0.         0.
  14.605495  14.605495  14.605495  15.3046875]
 [ 3.5800107  9.98833    9.98833   18.677122  18.677122   0.
   0.         3.5800107  3.5800107  3.5800107]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         2.057637 ]]","[0.47800247 0.47800247 0.47800247 0.47800247 0.47800247 0.47800247
 0.47800247 0.47800247 0.47800247 0.47800247]",[6.20100149 8.83404628 0.79098704],[13.8726497  13.8689092   1.07216826]
/home/felix/rirnet/peaks_GAN_refiner/database/data/23_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/23_p.npy,"[[15.3046875 15.3046875 14.605495  14.605495   0.         0.
  14.605495  14.605495  14.605495  15.3046875]
 [ 3.5800107  9.98833    9.98833   18.677122  18.677122   0.
   0.         3.5800107  3.5800107  3.5800107]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         2.057637 ]]","[0.47800247 0.47800247 0.47800247 0.47800247 0.47800247 0.47800247
 0.47800247 0.47800247 0.47800247 0.47800247]",[13.75079482 13.50407911  0.91781346],[13.8726497  13.8689092   1.07216826]
/home/felix/rirnet/peaks_GAN_refiner/database/data/24_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/24_p.npy,"[[15.3046875 15.3046875 14.605495  14.605495   0.         0.
  14.605495  14.605495  14.605495  15.3046875]
 [ 3.5800107  9.98833    9.98833   18.677122  18.677122   0.
   0.         3.5800107  3.5800107  3.5800107]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         2.057637 ]]","[0.47800247 0.47800247 0.47800247 0.47800247 0.47800247 0.47800247
 0.47800247 0.47800247 0.47800247 0.47800247]",[7.45523694 0.90692779 0.88266846],[13.8726497  13.8689092   1.07216826]
/home/felix/rirnet/peaks_GAN_refiner/database/data/25_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/25_p.npy,"[[15.3046875 15.3046875 14.605495  14.605495   0.         0.
  14.605495  14.605495  14.605495  15.3046875]
 [ 3.5800107  9.98833    9.98833   18.677122  18.677122   0.
   0.         3.5800107  3.5800107  3.5800107]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         2.057637 ]]","[0.47800247 0.47800247 0.47800247 0.47800247 0.47800247 0.47800247
 0.47800247 0.47800247 0.47800247 0.47800247]",[9.01985195 7.24848622 0.65875032],[13.8726497  13.8689092   1.07216826]
/home/felix/rirnet/peaks_GAN_refiner/database/data/26_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/26_p.npy,"[[15.3046875 15.3046875 14.605495  14.605495   0.         0.
  14.605495  14.605495  14.605495  15.3046875]
 [ 3.5800107  9.98833    9.98833   18.677122  18.677122   0.
   0.         3.5800107  3.5800107  3.5800107]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         2.057637 ]]","[0.47800247 0.47800247 0.47800247 0.47800247 0.47800247 0.47800247
 0.47800247 0.47800247 0.47800247 0.47800247]",[ 1.87536218 14.88791289  1.28242881],[13.8726497  13.8689092   1.07216826]
/home/felix/rirnet/peaks_GAN_refiner/database/data/27_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/27_p.npy,"[[15.3046875 15.3046875 14.605495  14.605495   0.         0.
  14.605495  14.605495  14.605495  15.3046875]
 [ 3.5800107  9.98833    9.98833   18.677122  18.677122   0.
   0.         3.5800107  3.5800107  3.5800107]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         2.057637 ]]","[0.47800247 0.47800247 0.47800247 0.47800247 0.47800247 0.47800247
 0.47800247 0.47800247 0.47800247 0.47800247]",[ 9.61590166 14.54436986  0.62576231],[13.8726497  13.8689092   1.07216826]
/home/felix/rirnet/peaks_GAN_refiner/database/data/28_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/28_p.npy,"[[15.3046875 15.3046875 14.605495  14.605495   0.         0.
  14.605495  14.605495  14.605495  15.3046875]
 [ 3.5800107  9.98833    9.98833   18.677122  18.677122   0.
   0.         3.5800107  3.5800107  3.5800107]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         2.057637 ]]","[0.47800247 0.47800247 0.47800247 0.47800247 0.47800247 0.47800247
 0.47800247 0.47800247 0.47800247 0.47800247]",[13.23032458 11.95605305  0.7129179 ],[13.8726497  13.8689092   1.07216826]
/home/felix/rirnet/peaks_GAN_refiner/database/data/29_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/29_p.npy,"[[15.3046875 15.3046875 14.605495  14.605495   0.         0.
  14.605495  14.605495  14.605495  15.3046875]
 [ 3.5800107  9.98833    9.98833   18.677122  18.677122   0.
   0.         3.5800107  3.5800107  3.5800107]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         2.057637 ]]","[0.47800247 0.47800247 0.47800247 0.47800247 0.47800247 0.47800247
 0.47800247 0.47800247 0.47800247 0.47800247]",[12.2988595   9.51230823  1.40219157],[13.8726497  13.8689092   1.07216826]
/home/felix/rirnet/peaks_GAN_refiner/database/data/30_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/30_p.npy,"[[ 7.306206   5.1764297  5.1764297  0.         0.        12.815037
  12.815037   7.306206   7.306206   7.306206 ]
 [ 8.213404   8.213404  17.07804   17.07804    0.         0.
  17.07804   17.07804   17.07804    8.213404 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.992061 ]]","[0.43898394 0.43898394 0.43898394 0.43898394 0.43898394 0.43898394
 0.43898394 0.43898394 0.43898394 0.43898394]",[1.06585457 8.23043829 1.64353657],[3.73759595 9.18661314 0.95992722]
/home/felix/rirnet/peaks_GAN_refiner/database/data/31_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/31_p.npy,"[[ 7.306206   5.1764297  5.1764297  0.         0.        12.815037
  12.815037   7.306206   7.306206   7.306206 ]
 [ 8.213404   8.213404  17.07804   17.07804    0.         0.
  17.07804   17.07804   17.07804    8.213404 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.992061 ]]","[0.43898394 0.43898394 0.43898394 0.43898394 0.43898394 0.43898394
 0.43898394 0.43898394 0.43898394 0.43898394]",[8.64253782 5.13302438 3.42746587],[3.73759595 9.18661314 0.95992722]
/home/felix/rirnet/peaks_GAN_refiner/database/data/32_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/32_p.npy,"[[ 7.306206   5.1764297  5.1764297  0.         0.        12.815037
  12.815037   7.306206   7.306206   7.306206 ]
 [ 8.213404   8.213404  17.07804   17.07804    0.         0.
  17.07804   17.07804   17.07804    8.213404 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.992061 ]]","[0.43898394 0.43898394 0.43898394 0.43898394 0.43898394 0.43898394
 0.43898394 0.43898394 0.43898394 0.43898394]",[ 3.4059374  13.54302345  2.92094003],[3.73759595 9.18661314 0.95992722]
/home/felix/rirnet/peaks_GAN_refiner/database/data/33_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/33_p.npy,"[[ 7.306206   5.1764297  5.1764297  0.         0.        12.815037
  12.815037   7.306206   7.306206   7.306206 ]
 [ 8.213404   8.213404  17.07804   17.07804    0.         0.
  17.07804   17.07804   17.07804    8.213404 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.992061 ]]","[0.43898394 0.43898394 0.43898394 0.43898394 0.43898394 0.43898394
 0.43898394 0.43898394 0.43898394 0.43898394]",[4.10002404 8.71771608 2.90633635],[3.73759595 9.18661314 0.95992722]
/home/felix/rirnet/peaks_GAN_refiner/database/data/34_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/34_p.npy,"[[ 7.306206   5.1764297  5.1764297  0.         0.        12.815037
  12.815037   7.306206   7.306206   7.306206 ]
 [ 8.213404   8.213404  17.07804   17.07804    0.         0.
  17.07804   17.07804   17.07804    8.213404 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.992061 ]]","[0.43898394 0.43898394 0.43898394 0.43898394 0.43898394 0.43898394
 0.43898394 0.43898394 0.43898394 0.43898394]",[0.60851546 9.63981937 0.67812867],[3.73759595 9.18661314 0.95992722]
/home/felix/rirnet/peaks_GAN_refiner/database/data/35_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/35_p.npy,"[[ 7.306206   5.1764297  5.1764297  0.         0.        12.815037
  12.815037   7.306206   7.306206   7.306206 ]
 [ 8.213404   8.213404  17.07804   17.07804    0.         0.
  17.07804   17.07804   17.07804    8.213404 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.992061 ]]","[0.43898394 0.43898394 0.43898394 0.43898394 0.43898394 0.43898394
 0.43898394 0.43898394 0.43898394 0.43898394]",[3.14110093 3.73207368 2.98312019],[3.73759595 9.18661314 0.95992722]
/home/felix/rirnet/peaks_GAN_refiner/database/data/36_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/36_p.npy,"[[ 7.306206   5.1764297  5.1764297  0.         0.        12.815037
  12.815037   7.306206   7.306206   7.306206 ]
 [ 8.213404   8.213404  17.07804   17.07804    0.         0.
  17.07804   17.07804   17.07804    8.213404 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.992061 ]]","[0.43898394 0.43898394 0.43898394 0.43898394 0.43898394 0.43898394
 0.43898394 0.43898394 0.43898394 0.43898394]",[8.29671336 5.76483575 1.41125246],[3.73759595 9.18661314 0.95992722]
/home/felix/rirnet/peaks_GAN_refiner/database/data/37_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/37_p.npy,"[[ 7.306206   5.1764297  5.1764297  0.         0.        12.815037
  12.815037   7.306206   7.306206   7.306206 ]
 [ 8.213404   8.213404  17.07804   17.07804    0.         0.
  17.07804   17.07804   17.07804    8.213404 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.992061 ]]","[0.43898394 0.43898394 0.43898394 0.43898394 0.43898394 0.43898394
 0.43898394 0.43898394 0.43898394 0.43898394]",[ 9.25064543 14.28743498  0.76115693],[3.73759595 9.18661314 0.95992722]
/home/felix/rirnet/peaks_GAN_refiner/database/data/38_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/38_p.npy,"[[ 7.306206   5.1764297  5.1764297  0.         0.        12.815037
  12.815037   7.306206   7.306206   7.306206 ]
 [ 8.213404   8.213404  17.07804   17.07804    0.         0.
  17.07804   17.07804   17.07804    8.213404 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.992061 ]]","[0.43898394 0.43898394 0.43898394 0.43898394 0.43898394 0.43898394
 0.43898394 0.43898394 0.43898394 0.43898394]",[10.78375264  8.50349616  2.07007761],[3.73759595 9.18661314 0.95992722]
/home/felix/rirnet/peaks_GAN_refiner/database/data/39_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/39_p.npy,"[[ 7.306206   5.1764297  5.1764297  0.         0.        12.815037
  12.815037   7.306206   7.306206   7.306206 ]
 [ 8.213404   8.213404  17.07804   17.07804    0.         0.
  17.07804   17.07804   17.07804    8.213404 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.992061 ]]","[0.43898394 0.43898394 0.43898394 0.43898394 0.43898394 0.43898394
 0.43898394 0.43898394 0.43898394 0.43898394]",[ 9.62365993 15.03118879  1.01692953],[3.73759595 9.18661314 0.95992722]
/home/felix/rirnet/peaks_GAN_refiner/database/data/40_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/40_p.npy,"[[ 7.1442738  5.025065   5.025065   0.         0.         9.493745
   9.493745   7.1442738  7.1442738  7.1442738]
 [ 5.2989655  5.2989655 19.580515  19.580515   0.         0.
  19.580515  19.580515  19.580515   5.2989655]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         2.1009834]]","[0.80469382 0.80469382 0.80469382 0.80469382 0.80469382 0.80469382
 0.80469382 0.80469382 0.80469382 0.80469382]",[1.38830791 5.35672971 1.02293655],[ 0.87539389 13.36520759  1.52947514]
/home/felix/rirnet/peaks_GAN_refiner/database/data/41_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/41_p.npy,"[[ 7.1442738  5.025065   5.025065   0.         0.         9.493745
   9.493745   7.1442738  7.1442738  7.1442738]
 [ 5.2989655  5.2989655 19.580515  19.580515   0.         0.
  19.580515  19.580515  19.580515   5.2989655]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         2.1009834]]","[0.80469382 0.80469382 0.80469382 0.80469382 0.80469382 0.80469382
 0.80469382 0.80469382 0.80469382 0.80469382]",[4.42860014 1.51912702 1.14716255],[ 0.87539389 13.36520759  1.52947514]
/home/felix/rirnet/peaks_GAN_refiner/database/data/42_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/42_p.npy,"[[ 7.1442738  5.025065   5.025065   0.         0.         9.493745
   9.493745   7.1442738  7.1442738  7.1442738]
 [ 5.2989655  5.2989655 19.580515  19.580515   0.         0.
  19.580515  19.580515  19.580515   5.2989655]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         2.1009834]]","[0.80469382 0.80469382 0.80469382 0.80469382 0.80469382 0.80469382
 0.80469382 0.80469382 0.80469382 0.80469382]",[ 0.63041995 16.62079942  1.41159958],[ 0.87539389 13.36520759  1.52947514]
/home/felix/rirnet/peaks_GAN_refiner/database/data/43_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/43_p.npy,"[[ 7.1442738  5.025065   5.025065   0.         0.         9.493745
   9.493745   7.1442738  7.1442738  7.1442738]
 [ 5.2989655  5.2989655 19.580515  19.580515   0.         0.
  19.580515  19.580515  19.580515   5.2989655]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         2.1009834]]","[0.80469382 0.80469382 0.80469382 0.80469382 0.80469382 0.80469382
 0.80469382 0.80469382 0.80469382 0.80469382]",[2.93428332 8.61478793 0.94746758],[ 0.87539389 13.36520759  1.52947514]
