data_path,target_path,room_corners,room_absorption,room_mics,room_source
/home/eriklarsson/rirnet/peaks_GAN/database/data/11_d.npy,/home/eriklarsson/rirnet/peaks_GAN/database/data/11_p.npy,"[[10.337983  10.337983   0.         0.        16.108633  16.108633
  16.108633  10.337983 ]
 [ 2.9500904 17.44763   17.44763    0.         0.         2.9500904
   2.9500904  2.9500904]
 [ 0.         0.         0.         0.         0.         0.
   0.         2.9267924]]","[0.86605415 0.86605415 0.86605415 0.86605415 0.86605415 0.86605415
 0.86605415 0.86605415]",[ 8.08120624 15.8300253   2.03958207],[8.41103636 5.51087956 0.77162485]
/home/eriklarsson/rirnet/peaks_GAN/database/data/12_d.npy,/home/eriklarsson/rirnet/peaks_GAN/database/data/12_p.npy,"[[10.337983  10.337983   0.         0.        16.108633  16.108633
  16.108633  10.337983 ]
 [ 2.9500904 17.44763   17.44763    0.         0.         2.9500904
   2.9500904  2.9500904]
 [ 0.         0.         0.         0.         0.         0.
   0.         2.9267924]]","[0.86605415 0.86605415 0.86605415 0.86605415 0.86605415 0.86605415
 0.86605415 0.86605415]",[ 6.60134405 14.52266939  0.62989041],[8.41103636 5.51087956 0.77162485]
/home/eriklarsson/rirnet/peaks_GAN/database/data/13_d.npy,/home/eriklarsson/rirnet/peaks_GAN/database/data/13_p.npy,"[[10.337983  10.337983   0.         0.        16.108633  16.108633
  16.108633  10.337983 ]
 [ 2.9500904 17.44763   17.44763    0.         0.         2.9500904
   2.9500904  2.9500904]
 [ 0.         0.         0.         0.         0.         0.
   0.         2.9267924]]","[0.86605415 0.86605415 0.86605415 0.86605415 0.86605415 0.86605415
 0.86605415 0.86605415]",[5.2070461  6.0148246  1.35232809],[8.41103636 5.51087956 0.77162485]
/home/eriklarsson/rirnet/peaks_GAN/database/data/14_d.npy,/home/eriklarsson/rirnet/peaks_GAN/database/data/14_p.npy,"[[10.337983  10.337983   0.         0.        16.108633  16.108633
  16.108633  10.337983 ]
 [ 2.9500904 17.44763   17.44763    0.         0.         2.9500904
   2.9500904  2.9500904]
 [ 0.         0.         0.         0.         0.         0.
   0.         2.9267924]]","[0.86605415 0.86605415 0.86605415 0.86605415 0.86605415 0.86605415
 0.86605415 0.86605415]",[ 8.33100174 14.62528992  1.28683248],[8.41103636 5.51087956 0.77162485]
/home/eriklarsson/rirnet/peaks_GAN/database/data/15_d.npy,/home/eriklarsson/rirnet/peaks_GAN/database/data/15_p.npy,"[[10.337983  10.337983   0.         0.        16.108633  16.108633
  16.108633  10.337983 ]
 [ 2.9500904 17.44763   17.44763    0.         0.         2.9500904
   2.9500904  2.9500904]
 [ 0.         0.         0.         0.         0.         0.
   0.         2.9267924]]","[0.86605415 0.86605415 0.86605415 0.86605415 0.86605415 0.86605415
 0.86605415 0.86605415]",[ 6.05917181 11.58666713  1.13516496],[8.41103636 5.51087956 0.77162485]
/home/eriklarsson/rirnet/peaks_GAN/database/data/16_d.npy,/home/eriklarsson/rirnet/peaks_GAN/database/data/16_p.npy,"[[10.337983  10.337983   0.         0.        16.108633  16.108633
  16.108633  10.337983 ]
 [ 2.9500904 17.44763   17.44763    0.         0.         2.9500904
   2.9500904  2.9500904]
 [ 0.         0.         0.         0.         0.         0.
   0.         2.9267924]]","[0.86605415 0.86605415 0.86605415 0.86605415 0.86605415 0.86605415
 0.86605415 0.86605415]",[2.19054292 1.55687834 1.80092027],[8.41103636 5.51087956 0.77162485]
/home/eriklarsson/rirnet/peaks_GAN/database/data/17_d.npy,/home/eriklarsson/rirnet/peaks_GAN/database/data/17_p.npy,"[[10.337983  10.337983   0.         0.        16.108633  16.108633
  16.108633  10.337983 ]
 [ 2.9500904 17.44763   17.44763    0.         0.         2.9500904
   2.9500904  2.9500904]
 [ 0.         0.         0.         0.         0.         0.
   0.         2.9267924]]","[0.86605415 0.86605415 0.86605415 0.86605415 0.86605415 0.86605415
 0.86605415 0.86605415]",[4.9578496 1.370972  0.8206161],[8.41103636 5.51087956 0.77162485]
/home/eriklarsson/rirnet/peaks_GAN/database/data/18_d.npy,/home/eriklarsson/rirnet/peaks_GAN/database/data/18_p.npy,"[[10.337983  10.337983   0.         0.        16.108633  16.108633
  16.108633  10.337983 ]
 [ 2.9500904 17.44763   17.44763    0.         0.         2.9500904
   2.9500904  2.9500904]
 [ 0.         0.         0.         0.         0.         0.
   0.         2.9267924]]","[0.86605415 0.86605415 0.86605415 0.86605415 0.86605415 0.86605415
 0.86605415 0.86605415]",[3.87382319 1.75690408 1.62400581],[8.41103636 5.51087956 0.77162485]
/home/eriklarsson/rirnet/peaks_GAN/database/data/19_d.npy,/home/eriklarsson/rirnet/peaks_GAN/database/data/19_p.npy,"[[10.337983  10.337983   0.         0.        16.108633  16.108633
  16.108633  10.337983 ]
 [ 2.9500904 17.44763   17.44763    0.         0.         2.9500904
   2.9500904  2.9500904]
 [ 0.         0.         0.         0.         0.         0.
   0.         2.9267924]]","[0.86605415 0.86605415 0.86605415 0.86605415 0.86605415 0.86605415
 0.86605415 0.86605415]",[1.67375537 2.62089317 1.82367222],[8.41103636 5.51087956 0.77162485]
/home/eriklarsson/rirnet/peaks_GAN/database/data/20_d.npy,/home/eriklarsson/rirnet/peaks_GAN/database/data/20_p.npy,"[[ 9.60419    9.60419    0.         0.        18.998463  18.998463
  18.998463   9.60419  ]
 [ 4.462232   7.9463353  7.9463353  0.         0.         4.462232
   4.462232   4.462232 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         2.2581513]]","[0.41377166 0.41377166 0.41377166 0.41377166 0.41377166 0.41377166
 0.41377166 0.41377166]",[9.43732714 3.74126956 1.66528289],[8.42876643 5.79379913 1.23129907]
/home/eriklarsson/rirnet/peaks_GAN/database/data/21_d.npy,/home/eriklarsson/rirnet/peaks_GAN/database/data/21_p.npy,"[[ 9.60419    9.60419    0.         0.        18.998463  18.998463
  18.998463   9.60419  ]
 [ 4.462232   7.9463353  7.9463353  0.         0.         4.462232
   4.462232   4.462232 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         2.2581513]]","[0.41377166 0.41377166 0.41377166 0.41377166 0.41377166 0.41377166
 0.41377166 0.41377166]",[11.16044033  0.74371763  1.16944413],[8.42876643 5.79379913 1.23129907]
/home/eriklarsson/rirnet/peaks_GAN/database/data/22_d.npy,/home/eriklarsson/rirnet/peaks_GAN/database/data/22_p.npy,"[[ 9.60419    9.60419    0.         0.        18.998463  18.998463
  18.998463   9.60419  ]
 [ 4.462232   7.9463353  7.9463353  0.         0.         4.462232
   4.462232   4.462232 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         2.2581513]]","[0.41377166 0.41377166 0.41377166 0.41377166 0.41377166 0.41377166
 0.41377166 0.41377166]",[6.03975332 0.9837594  1.66506949],[8.42876643 5.79379913 1.23129907]
/home/eriklarsson/rirnet/peaks_GAN/database/data/23_d.npy,/home/eriklarsson/rirnet/peaks_GAN/database/data/23_p.npy,"[[ 9.60419    9.60419    0.         0.        18.998463  18.998463
  18.998463   9.60419  ]
 [ 4.462232   7.9463353  7.9463353  0.         0.         4.462232
   4.462232   4.462232 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         2.2581513]]","[0.41377166 0.41377166 0.41377166 0.41377166 0.41377166 0.41377166
 0.41377166 0.41377166]",[15.07307692  0.67298527  0.90785307],[8.42876643 5.79379913 1.23129907]
/home/eriklarsson/rirnet/peaks_GAN/database/data/24_d.npy,/home/eriklarsson/rirnet/peaks_GAN/database/data/24_p.npy,"[[ 9.60419    9.60419    0.         0.        18.998463  18.998463
  18.998463   9.60419  ]
 [ 4.462232   7.9463353  7.9463353  0.         0.         4.462232
   4.462232   4.462232 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         2.2581513]]","[0.41377166 0.41377166 0.41377166 0.41377166 0.41377166 0.41377166
 0.41377166 0.41377166]",[12.63343157  3.63429927  1.68011932],[8.42876643 5.79379913 1.23129907]
/home/eriklarsson/rirnet/peaks_GAN/database/data/25_d.npy,/home/eriklarsson/rirnet/peaks_GAN/database/data/25_p.npy,"[[ 9.60419    9.60419    0.         0.        18.998463  18.998463
  18.998463   9.60419  ]
 [ 4.462232   7.9463353  7.9463353  0.         0.         4.462232
   4.462232   4.462232 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         2.2581513]]","[0.41377166 0.41377166 0.41377166 0.41377166 0.41377166 0.41377166
 0.41377166 0.41377166]",[17.00991667  0.60903642  0.9630875 ],[8.42876643 5.79379913 1.23129907]
/home/eriklarsson/rirnet/peaks_GAN/database/data/26_d.npy,/home/eriklarsson/rirnet/peaks_GAN/database/data/26_p.npy,"[[ 9.60419    9.60419    0.         0.        18.998463  18.998463
  18.998463   9.60419  ]
 [ 4.462232   7.9463353  7.9463353  0.         0.         4.462232
   4.462232   4.462232 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         2.2581513]]","[0.41377166 0.41377166 0.41377166 0.41377166 0.41377166 0.41377166
 0.41377166 0.41377166]",[7.34697002 6.52660728 0.52056969],[8.42876643 5.79379913 1.23129907]
/home/eriklarsson/rirnet/peaks_GAN/database/data/27_d.npy,/home/eriklarsson/rirnet/peaks_GAN/database/data/27_p.npy,"[[ 9.60419    9.60419    0.         0.        18.998463  18.998463
  18.998463   9.60419  ]
 [ 4.462232   7.9463353  7.9463353  0.         0.         4.462232
   4.462232   4.462232 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         2.2581513]]","[0.41377166 0.41377166 0.41377166 0.41377166 0.41377166 0.41377166
 0.41377166 0.41377166]",[7.08934349 2.48887178 1.75207793],[8.42876643 5.79379913 1.23129907]
/home/eriklarsson/rirnet/peaks_GAN/database/data/28_d.npy,/home/eriklarsson/rirnet/peaks_GAN/database/data/28_p.npy,"[[ 9.60419    9.60419    0.         0.        18.998463  18.998463
  18.998463   9.60419  ]
 [ 4.462232   7.9463353  7.9463353  0.         0.         4.462232
   4.462232   4.462232 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         2.2581513]]","[0.41377166 0.41377166 0.41377166 0.41377166 0.41377166 0.41377166
 0.41377166 0.41377166]",[0.73002168 2.30604108 1.68886597],[8.42876643 5.79379913 1.23129907]
/home/eriklarsson/rirnet/peaks_GAN/database/data/29_d.npy,/home/eriklarsson/rirnet/peaks_GAN/database/data/29_p.npy,"[[ 9.60419    9.60419    0.         0.        18.998463  18.998463
  18.998463   9.60419  ]
 [ 4.462232   7.9463353  7.9463353  0.         0.         4.462232
   4.462232   4.462232 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         2.2581513]]","[0.41377166 0.41377166 0.41377166 0.41377166 0.41377166 0.41377166
 0.41377166 0.41377166]",[5.355644   4.5114794  1.43721431],[8.42876643 5.79379913 1.23129907]
/home/eriklarsson/rirnet/peaks_GAN/database/data/30_d.npy,/home/eriklarsson/rirnet/peaks_GAN/database/data/30_p.npy,"[[14.004446   2.2931063  2.2931063  0.         0.        16.0306
  16.0306    14.004446  14.004446  14.004446 ]
 [ 4.574972   4.574972  15.370147  15.370147   0.         0.
  15.370147  15.370147  15.370147   4.574972 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.6063797]]","[0.60629336 0.60629336 0.60629336 0.60629336 0.60629336 0.60629336
 0.60629336 0.60629336 0.60629336 0.60629336]",[8.82401066 2.24314713 1.50834819],[5.12213458 0.70326151 1.24817339]
/home/eriklarsson/rirnet/peaks_GAN/database/data/31_d.npy,/home/eriklarsson/rirnet/peaks_GAN/database/data/31_p.npy,"[[14.004446   2.2931063  2.2931063  0.         0.        16.0306
  16.0306    14.004446  14.004446  14.004446 ]
 [ 4.574972   4.574972  15.370147  15.370147   0.         0.
  15.370147  15.370147  15.370147   4.574972 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.6063797]]","[0.60629336 0.60629336 0.60629336 0.60629336 0.60629336 0.60629336
 0.60629336 0.60629336 0.60629336 0.60629336]",[8.79067476 2.26868194 2.57276323],[5.12213458 0.70326151 1.24817339]
/home/eriklarsson/rirnet/peaks_GAN/database/data/32_d.npy,/home/eriklarsson/rirnet/peaks_GAN/database/data/32_p.npy,"[[14.004446   2.2931063  2.2931063  0.         0.        16.0306
  16.0306    14.004446  14.004446  14.004446 ]
 [ 4.574972   4.574972  15.370147  15.370147   0.         0.
  15.370147  15.370147  15.370147   4.574972 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.6063797]]","[0.60629336 0.60629336 0.60629336 0.60629336 0.60629336 0.60629336
 0.60629336 0.60629336 0.60629336 0.60629336]",[14.45528397  1.35439679  0.60088273],[5.12213458 0.70326151 1.24817339]
/home/eriklarsson/rirnet/peaks_GAN/database/data/33_d.npy,/home/eriklarsson/rirnet/peaks_GAN/database/data/33_p.npy,"[[14.004446   2.2931063  2.2931063  0.         0.        16.0306
  16.0306    14.004446  14.004446  14.004446 ]
 [ 4.574972   4.574972  15.370147  15.370147   0.         0.
  15.370147  15.370147  15.370147   4.574972 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.6063797]]","[0.60629336 0.60629336 0.60629336 0.60629336 0.60629336 0.60629336
 0.60629336 0.60629336 0.60629336 0.60629336]",[14.8616674   7.48067757  0.51856236],[5.12213458 0.70326151 1.24817339]
/home/eriklarsson/rirnet/peaks_GAN/database/data/34_d.npy,/home/eriklarsson/rirnet/peaks_GAN/database/data/34_p.npy,"[[14.004446   2.2931063  2.2931063  0.         0.        16.0306
  16.0306    14.004446  14.004446  14.004446 ]
 [ 4.574972   4.574972  15.370147  15.370147   0.         0.
  15.370147  15.370147  15.370147   4.574972 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.6063797]]","[0.60629336 0.60629336 0.60629336 0.60629336 0.60629336 0.60629336
 0.60629336 0.60629336 0.60629336 0.60629336]",[1.41380994 9.99814234 0.95019136],[5.12213458 0.70326151 1.24817339]
/home/eriklarsson/rirnet/peaks_GAN/database/data/35_d.npy,/home/eriklarsson/rirnet/peaks_GAN/database/data/35_p.npy,"[[14.004446   2.2931063  2.2931063  0.         0.        16.0306
  16.0306    14.004446  14.004446  14.004446 ]
 [ 4.574972   4.574972  15.370147  15.370147   0.         0.
  15.370147  15.370147  15.370147   4.574972 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.6063797]]","[0.60629336 0.60629336 0.60629336 0.60629336 0.60629336 0.60629336
 0.60629336 0.60629336 0.60629336 0.60629336]",[3.80539733 3.99215259 2.7630825 ],[5.12213458 0.70326151 1.24817339]
/home/eriklarsson/rirnet/peaks_GAN/database/data/36_d.npy,/home/eriklarsson/rirnet/peaks_GAN/database/data/36_p.npy,"[[14.004446   2.2931063  2.2931063  0.         0.        16.0306
  16.0306    14.004446  14.004446  14.004446 ]
 [ 4.574972   4.574972  15.370147  15.370147   0.         0.
  15.370147  15.370147  15.370147   4.574972 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.6063797]]","[0.60629336 0.60629336 0.60629336 0.60629336 0.60629336 0.60629336
 0.60629336 0.60629336 0.60629336 0.60629336]",[ 0.54303257 11.29059176  0.56627939],[5.12213458 0.70326151 1.24817339]
/home/eriklarsson/rirnet/peaks_GAN/database/data/37_d.npy,/home/eriklarsson/rirnet/peaks_GAN/database/data/37_p.npy,"[[14.004446   2.2931063  2.2931063  0.         0.        16.0306
  16.0306    14.004446  14.004446  14.004446 ]
 [ 4.574972   4.574972  15.370147  15.370147   0.         0.
  15.370147  15.370147  15.370147   4.574972 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.6063797]]","[0.60629336 0.60629336 0.60629336 0.60629336 0.60629336 0.60629336
 0.60629336 0.60629336 0.60629336 0.60629336]",[ 0.64941279 12.68645493  0.85421567],[5.12213458 0.70326151 1.24817339]
/home/eriklarsson/rirnet/peaks_GAN/database/data/38_d.npy,/home/eriklarsson/rirnet/peaks_GAN/database/data/38_p.npy,"[[14.004446   2.2931063  2.2931063  0.         0.        16.0306
  16.0306    14.004446  14.004446  14.004446 ]
 [ 4.574972   4.574972  15.370147  15.370147   0.         0.
  15.370147  15.370147  15.370147   4.574972 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.6063797]]","[0.60629336 0.60629336 0.60629336 0.60629336 0.60629336 0.60629336
 0.60629336 0.60629336 0.60629336 0.60629336]",[11.64703751  3.50880239  1.8890705 ],[5.12213458 0.70326151 1.24817339]
/home/eriklarsson/rirnet/peaks_GAN/database/data/39_d.npy,/home/eriklarsson/rirnet/peaks_GAN/database/data/39_p.npy,"[[14.004446   2.2931063  2.2931063  0.         0.        16.0306
  16.0306    14.004446  14.004446  14.004446 ]
 [ 4.574972   4.574972  15.370147  15.370147   0.         0.
  15.370147  15.370147  15.370147   4.574972 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.6063797]]","[0.60629336 0.60629336 0.60629336 0.60629336 0.60629336 0.60629336
 0.60629336 0.60629336 0.60629336 0.60629336]",[10.78582332  2.8984506   1.98691627],[5.12213458 0.70326151 1.24817339]
/home/eriklarsson/rirnet/peaks_GAN/database/data/40_d.npy,/home/eriklarsson/rirnet/peaks_GAN/database/data/40_p.npy,"[[ 5.4196     2.5485065  2.5485065  0.         0.        11.391488
  11.391488   5.4196     5.4196     5.4196   ]
 [ 2.1259577  2.1259577 14.258961  14.258961   0.         0.
  14.258961  14.258961  14.258961   2.1259577]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.5643938]]","[0.37192703 0.37192703 0.37192703 0.37192703 0.37192703 0.37192703
 0.37192703 0.37192703 0.37192703 0.37192703]",[10.07509632  0.66094277  2.79535166],[3.56749563 1.28207413 2.91711898]
/home/eriklarsson/rirnet/peaks_GAN/database/data/41_d.npy,/home/eriklarsson/rirnet/peaks_GAN/database/data/41_p.npy,"[[ 5.4196     2.5485065  2.5485065  0.         0.        11.391488
  11.391488   5.4196     5.4196     5.4196   ]
 [ 2.1259577  2.1259577 14.258961  14.258961   0.         0.
  14.258961  14.258961  14.258961   2.1259577]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.5643938]]","[0.37192703 0.37192703 0.37192703 0.37192703 0.37192703 0.37192703
 0.37192703 0.37192703 0.37192703 0.37192703]",[10.65667274  3.50011383  1.38735354],[3.56749563 1.28207413 2.91711898]
/home/eriklarsson/rirnet/peaks_GAN/database/data/42_d.npy,/home/eriklarsson/rirnet/peaks_GAN/database/data/42_p.npy,"[[ 5.4196     2.5485065  2.5485065  0.         0.        11.391488
  11.391488   5.4196     5.4196     5.4196   ]
 [ 2.1259577  2.1259577 14.258961  14.258961   0.         0.
  14.258961  14.258961  14.258961   2.1259577]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.5643938]]","[0.37192703 0.37192703 0.37192703 0.37192703 0.37192703 0.37192703
 0.37192703 0.37192703 0.37192703 0.37192703]",[10.40794221  7.77271951  2.01147395],[3.56749563 1.28207413 2.91711898]
/home/eriklarsson/rirnet/peaks_GAN/database/data/43_d.npy,/home/eriklarsson/rirnet/peaks_GAN/database/data/43_p.npy,"[[ 5.4196     2.5485065  2.5485065  0.         0.        11.391488
  11.391488   5.4196     5.4196     5.4196   ]
 [ 2.1259577  2.1259577 14.258961  14.258961   0.         0.
  14.258961  14.258961  14.258961   2.1259577]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.5643938]]","[0.37192703 0.37192703 0.37192703 0.37192703 0.37192703 0.37192703
 0.37192703 0.37192703 0.37192703 0.37192703]",[ 5.9423552  11.99573888  2.3397177 ],[3.56749563 1.28207413 2.91711898]
/home/eriklarsson/rirnet/peaks_GAN/database/data/44_d.npy,/home/eriklarsson/rirnet/peaks_GAN/database/data/44_p.npy,"[[ 5.4196     2.5485065  2.5485065  0.         0.        11.391488
  11.391488   5.4196     5.4196     5.4196   ]
 [ 2.1259577  2.1259577 14.258961  14.258961   0.         0.
  14.258961  14.258961  14.258961   2.1259577]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.5643938]]","[0.37192703 0.37192703 0.37192703 0.37192703 0.37192703 0.37192703
 0.37192703 0.37192703 0.37192703 0.37192703]",[ 7.13489567 12.02306785  1.15446659],[3.56749563 1.28207413 2.91711898]
/home/eriklarsson/rirnet/peaks_GAN/database/data/45_d.npy,/home/eriklarsson/rirnet/peaks_GAN/database/data/45_p.npy,"[[ 5.4196     2.5485065  2.5485065  0.         0.        11.391488
  11.391488   5.4196     5.4196     5.4196   ]
 [ 2.1259577  2.1259577 14.258961  14.258961   0.         0.
  14.258961  14.258961  14.258961   2.1259577]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.5643938]]","[0.37192703 0.37192703 0.37192703 0.37192703 0.37192703 0.37192703
 0.37192703 0.37192703 0.37192703 0.37192703]",[7.27084125 0.61934629 0.79996447],[3.56749563 1.28207413 2.91711898]
/home/eriklarsson/rirnet/peaks_GAN/database/data/46_d.npy,/home/eriklarsson/rirnet/peaks_GAN/database/data/46_p.npy,"[[ 5.4196     2.5485065  2.5485065  0.         0.        11.391488
  11.391488   5.4196     5.4196     5.4196   ]
 [ 2.1259577  2.1259577 14.258961  14.258961   0.         0.
  14.258961  14.258961  14.258961   2.1259577]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.5643938]]","[0.37192703 0.37192703 0.37192703 0.37192703 0.37192703 0.37192703
 0.37192703 0.37192703 0.37192703 0.37192703]",[9.31201627 4.40170342 1.0650534 ],[3.56749563 1.28207413 2.91711898]
/home/eriklarsson/rirnet/peaks_GAN/database/data/47_d.npy,/home/eriklarsson/rirnet/peaks_GAN/database/data/47_p.npy,"[[ 5.4196     2.5485065  2.5485065  0.         0.        11.391488
  11.391488   5.4196     5.4196     5.4196   ]
 [ 2.1259577  2.1259577 14.258961  14.258961   0.         0.
  14.258961  14.258961  14.258961   2.1259577]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.5643938]]","[0.37192703 0.37192703 0.37192703 0.37192703 0.37192703 0.37192703
 0.37192703 0.37192703 0.37192703 0.37192703]",[ 6.9472245  13.45039247  0.71881714],[3.56749563 1.28207413 2.91711898]
